Code,Year,TOTAL,CO2,CH4,N2O,GVA,ITL1
E06000016,2017,722.8516742,651.2607622,54.72245398,16.86845801,9418,TLF
E06000016,2018,710.5197444,641.4793225,52.15051734,16.88990461,9667,TLF
E06000016,2019,672.0786684,615.2816282,39.77532775,17.02171245,9746,TLF
E06000016,2020,592.1738168,546.7164922,29.3106911,16.14663345,8418,TLF
E06000016,2021,652.7236434,603.0822798,33.38547731,16.25588629,9588,TLF
E06000016,2022,633.3347,568.842748,48.51417545,15.97777664,9506,TLF
E06000016,2023,576.0612756,508.6206506,50.72432559,16.71629943,9442,TLF
E07000129,2015,363.7643593,278.1394102,67.47904101,18.14590807,4250,TLF
E07000129,2016,344.1081007,251.9524209,74.27987889,17.87580092,4182,TLF
E07000129,2017,361.2047439,261.6597379,81.06136639,18.48363963,4199,TLF
E07000129,2018,359.6640226,260.985354,80.68718579,17.99148281,4188,TLF
E07000129,2019,342.3172148,244.2702591,80.22660246,17.82035327,4096,TLF
E07000129,2020,325.1381345,236.41827,72.54693499,16.17292955,3493,TLF
E07000129,2021,338.951522,260.1265509,62.95561385,15.8693572,3920,TLF
E07000129,2022,333.0643845,248.9996186,68.1120519,15.95271392,4300,TLF
E07000129,2023,315.436175,240.3264339,59.11004878,15.99969227,4525,TLF
E07000130,2015,563.6113551,438.0575596,99.64399396,25.90980148,3857,TLF
E07000130,2016,553.3887813,417.100557,110.7994561,25.48876813,4011,TLF
E07000130,2017,533.1855934,387.3072051,120.410647,25.4677413,4089,TLF
E07000130,2018,524.8378674,379.2379722,120.4247403,25.17515488,4123,TLF
E07000130,2019,495.6423816,348.2664931,119.8526998,27.52318866,4016,TLF
E07000130,2020,459.0825269,326.3981897,107.7450611,24.9392762,3787,TLF
E07000130,2021,484.9127972,361.4343484,98.46884656,25.00960223,4190,TLF
E07000130,2022,468.07979,337.7584313,105.9179729,24.40338592,4218,TLF
E07000130,2023,425.3326871,317.7883473,85.85602676,21.68831312,4568,TLF
E07000131,2015,511.5600977,308.7821533,145.8227296,56.95521476,2317,TLF
E07000131,2016,508.2755166,296.5167806,154.9811513,56.77758465,2280,TLF
E07000131,2017,506.2166655,286.7772958,162.6093745,56.82999523,2357,TLF
E07000131,2018,505.4698995,282.0831993,166.4357854,56.95091473,2343,TLF
E07000131,2019,487.9219387,263.9058264,167.1264512,56.88966107,2408,TLF
E07000131,2020,461.190604,251.6291765,159.0979808,50.46344672,2200,TLF
E07000131,2021,473.5867086,272.4899186,148.6257387,52.47105124,2375,TLF
E07000131,2022,471.6501344,269.2972069,152.797281,49.55564642,2467,TLF
E07000131,2023,453.4458407,262.276053,142.1576026,49.01218511,2472,TLF
E07000132,2015,447.0529633,320.4167867,95.98152544,30.65465122,2556,TLF
E07000132,2016,442.8526184,310.3083502,103.3445791,29.199689,2528,TLF
E07000132,2017,435.6446847,296.1172518,109.3713235,30.1561095,2628,TLF
E07000132,2018,420.6811308,283.71979,107.9133999,29.04794086,2613,TLF
E07000132,2019,407.9816763,269.2939935,108.5269041,30.16077866,2629,TLF
E07000132,2020,389.5576727,264.142766,99.40279386,26.01211286,2407,TLF
E07000132,2021,416.8008494,292.2110928,97.11084287,27.47891376,2739,TLF
E07000132,2022,389.0814181,271.8088301,90.34806123,26.92452678,2776,TLF
E07000132,2023,371.0528779,256.4832857,89.95134216,24.61825,2714,TLF
E07000133,2015,333.5442446,185.3569973,102.1319321,46.05531517,1229,TLF
E07000133,2016,316.2171888,169.0863982,102.557636,44.57315456,1324,TLF
E07000133,2017,318.2652945,156.3620648,117.2513458,44.65188387,1278,TLF
E07000133,2018,324.6052865,148.8683678,131.8625536,43.87436505,1382,TLF
E07000133,2019,288.877154,142.3092966,101.5068356,45.06102179,1418,TLF
E07000133,2020,291.8514659,132.2922166,121.5611804,37.99806891,1298,TLF
E07000133,2021,291.8940302,149.9078841,100.2663403,41.71980574,1434,TLF
E07000133,2022,270.0693323,136.3346181,93.74827952,39.98643459,1416,TLF
E07000133,2023,273.6272793,124.5005968,112.3328227,36.79385975,1540,TLF
E07000134,2015,741.7245568,619.6021074,98.68670396,23.43574537,3561,TLF
E07000134,2016,723.8368903,599.7938483,101.3799742,22.66306776,3712,TLF
E07000134,2017,693.3491525,566.8259057,104.0948118,22.42843498,3716,TLF
E07000134,2018,718.422366,595.0330167,101.6331641,21.7561852,3992,TLF
E07000134,2019,656.7831144,549.1578338,85.58629895,22.03898171,4022,TLF
E07000134,2020,607.8116872,509.4665759,78.97745401,19.36765732,3485,TLF
E07000134,2021,655.482863,559.8590818,73.89190698,21.73187422,4079,TLF
E07000134,2022,661.6996252,561.6826966,78.60640027,21.41052833,4399,TLF
E07000134,2023,593.1605044,503.8919361,68.62773428,20.64083402,4577,TLF
E07000135,2015,100.7926686,73.12721091,24.65528104,3.010176634,881,TLF
E07000135,2016,97.73485521,67.15943481,27.62513576,2.950284642,907,TLF
E07000135,2017,95.30977074,60.711626,31.56372247,3.034422281,872,TLF
E07000135,2018,96.26511109,61.55153865,31.6784418,3.035130642,880,TLF
E07000135,2019,92.27670024,57.356223,31.88796359,3.032513656,881,TLF
E07000135,2020,80.51459174,50.0835179,27.64753123,2.783542605,778,TLF
E07000135,2021,84.87413684,57.28902846,24.95373244,2.631375943,889,TLF
E07000135,2022,82.12381173,52.23505551,27.24688359,2.641872626,886,TLF
E07000135,2023,70.28084929,46.40479701,21.23997873,2.636073554,924,TLF
E07000136,2015,255.2571782,183.1993335,28.30735507,43.75048958,1549,TLF
E07000136,2016,231.9034678,166.806992,25.38250545,39.71397041,1583,TLF
E07000136,2017,225.7541556,158.6546617,27.12443081,39.97506308,1641,TLF
E07000136,2018,222.9676431,150.4426904,31.60943053,40.91552221,1662,TLF
E07000136,2019,211.4828138,142.6735644,28.98863678,39.82061259,1666,TLF
E07000136,2020,195.5746777,134.5693782,25.83290804,35.17239147,1410,TLF
E07000136,2021,206.5986697,144.6030349,23.16998225,38.82565249,1529,TLF
E07000136,2022,203.0221867,141.8129096,22.69662743,38.51264963,1518,TLF
E07000136,2023,198.51464,135.552827,24.45237173,38.50944128,1528,TLF
E07000137,2015,766.8407092,432.733397,131.160129,202.9471832,2571,TLF
E07000137,2016,727.9558083,413.574906,122.5810254,191.7998769,2556,TLF
E07000137,2017,710.2057327,393.2956171,125.229935,191.6801806,2650,TLF
E07000137,2018,675.0462514,352.0557153,133.5774847,189.4130514,2584,TLF
E07000137,2019,659.2056234,340.4871144,127.9119172,190.8065918,2748,TLF
E07000137,2020,594.1747804,312.8160026,112.6145274,168.7442504,2489,TLF
E07000137,2021,613.0962975,337.9029551,103.5349794,171.658363,2694,TLF
E07000137,2022,593.4857778,321.3846919,100.9772566,171.1238293,2661,TLF
E07000137,2023,586.6807518,318.446625,98.27150062,169.9626262,2673,TLF
E07000138,2015,250.4496656,194.6838198,49.46941465,6.296431233,2915,TLF
E07000138,2016,208.6310815,173.6483712,28.78469764,6.198012623,2910,TLF
E07000138,2017,200.6671169,167.4995598,26.90401642,6.263540683,2982,TLF
E07000138,2018,202.5944395,168.2281851,28.18259664,6.183657771,3070,TLF
E07000138,2019,192.953006,153.7748556,33.11415231,6.063998073,3112,TLF
E07000138,2020,156.3777533,128.931822,21.51068159,5.935249717,2713,TLF
E07000138,2021,177.5669672,148.2725087,22.97123993,6.32321852,2895,TLF
E07000138,2022,171.8513822,137.3672035,28.27308775,6.211090928,2899,TLF
E07000138,2023,163.3280672,129.7873918,27.8131601,5.727515324,2942,TLF
E07000139,2015,550.8264925,314.8000022,50.44544495,185.5810453,2632,TLF
E07000139,2016,530.9728335,297.3002192,46.68956008,186.9830543,2590,TLF
E07000139,2017,510.0215806,290.5414042,45.20648133,174.2736951,2763,TLF
E07000139,2018,515.5237046,294.876771,47.49456514,173.1523685,2852,TLF
E07000139,2019,466.9055963,267.3735476,45.00151599,154.5305327,2963,TLF
E07000139,2020,430.7213301,250.3472255,41.1200302,139.2540744,2759,TLF
E07000139,2021,462.5306319,269.9599139,41.85569115,150.7150268,3011,TLF
E07000139,2022,455.937069,265.9012013,41.2575001,148.7783676,3093,TLF
E07000139,2023,427.3410261,249.991395,41.61514161,135.7344894,3058,TLF
E07000140,2015,442.6965403,306.848308,31.79700968,104.0512226,2071,TLF
E07000140,2016,417.5265104,287.9621392,28.24958375,101.3147875,2204,TLF
E07000140,2017,411.7967888,274.3864713,29.71223368,107.6980838,2315,TLF
E07000140,2018,402.2780526,265.7141267,30.66130237,105.9026235,2364,TLF
E07000140,2019,388.474417,252.3862554,28.90325673,107.1849049,2363,TLF
E07000140,2020,365.5262308,242.6806169,26.31785646,96.5277575,2282,TLF
E07000140,2021,393.5933869,256.8666662,26.00231598,110.7244047,2545,TLF
E07000140,2022,378.8775557,241.9584105,28.10537578,108.8137694,2344,TLF
E07000140,2023,361.5971847,228.3693634,30.23737239,102.9904488,2395,TLF
E07000141,2015,699.4628065,473.3732459,106.2815499,119.8080108,3115,TLF
E07000141,2016,650.7163854,449.5101843,84.31231445,116.8938867,3053,TLF
E07000141,2017,659.3698223,445.5924359,94.02112502,119.7562614,3230,TLF
E07000141,2018,622.4297913,419.4797449,83.66808366,119.2819627,3194,TLF
E07000141,2019,602.8996615,390.3329039,93.47565655,119.091101,3223,TLF
E07000141,2020,562.6106527,359.767026,101.6992474,101.1443793,2857,TLF
E07000141,2021,602.2645327,390.5570981,102.5256332,109.1818013,3054,TLF
E07000141,2022,586.2323776,369.3141564,106.8350624,110.0831588,3109,TLF
E07000141,2023,558.5572038,349.3195972,100.5778059,108.6598008,3121,TLF
E07000142,2015,506.6284015,284.2573752,78.79193574,143.5790905,1619,TLF
E07000142,2016,477.5993061,269.799816,73.29863612,134.500854,1565,TLF
E07000142,2017,475.4426769,268.0499157,69.79463277,137.5981284,1599,TLF
E07000142,2018,461.756516,255.6133609,71.0770981,135.066057,1631,TLF
E07000142,2019,456.395124,255.6784497,68.60624503,132.1104293,1773,TLF
E07000142,2020,421.6574047,242.4106285,65.82885022,113.4179259,1681,TLF
E07000142,2021,449.3549266,251.6488783,70.07239656,127.6336517,1889,TLF
E07000142,2022,435.4611855,234.7467925,71.94018727,128.7742058,1918,TLF
E07000142,2023,417.4486722,227.7432596,69.27265974,120.4327529,1941,TLF
E06000061,2015,1416.861946,1085.002208,249.0108896,82.84884813,7605,TLF
E06000061,2016,1332.414236,1030.86047,222.2582918,79.29547375,7725,TLF
E06000061,2017,1290.041522,999.2045621,207.3080352,83.52892446,7710,TLF
E06000061,2018,1282.365442,947.7617111,252.4624582,82.14127279,7917,TLF
E06000061,2019,1254.96651,916.8455377,255.5500453,82.57092727,8006,TLF
E06000061,2020,1088.630006,797.1736143,221.4999988,69.95639254,7228,TLF
E06000061,2021,1154.640587,873.233532,202.2867992,79.12025551,7970,TLF
E06000061,2022,1129.633495,827.6164314,223.912098,78.1049654,8175,TLF
E06000061,2023,1053.910565,781.2564524,199.9039565,72.75015647,8120,TLF
E06000062,2015,1652.720393,1262.778303,267.4102062,122.5318835,12797,TLF
E06000062,2016,1567.355655,1202.111699,245.7090937,119.5348622,13114,TLF
E06000062,2017,1568.151691,1184.403764,262.5897831,121.1581446,13607,TLF
E06000062,2018,1595.953264,1176.674758,299.5702156,119.7082904,14157,TLF
E06000062,2019,1549.508123,1114.6114,315.9294395,118.9672837,14253,TLF
E06000062,2020,1481.631543,1060.782264,316.0385665,104.8107131,12766,TLF
E06000062,2021,1549.162236,1147.726593,289.8318691,111.6037737,14202,TLF
E06000062,2022,1482.571799,1111.132731,265.7491546,105.6899139,14634,TLF
E06000062,2023,1376.08319,1053.332655,219.5826727,103.1678625,14548,TLF
E06000018,2015,723.6238278,608.0424211,100.9455028,14.63590395,11108,TLF
E06000018,2016,689.5501851,564.461778,111.4006562,13.6877509,11371,TLF
E06000018,2017,645.7332338,515.9183667,115.5184601,14.29640702,11734,TLF
E06000018,2018,651.3839245,515.192639,121.2799294,14.91135613,11746,TLF
E06000018,2019,742.4131695,482.4596404,244.8410201,15.11250896,11573,TLF
E06000018,2020,711.7565439,452.3312853,244.9015636,14.52369499,10216,TLF
E06000018,2021,739.3821575,504.5877805,219.3224413,15.47193574,10949,TLF
E06000018,2022,686.8042516,473.8905484,197.8064203,15.10728286,11714,TLF
E06000018,2023,609.3146037,434.9731023,159.401647,14.93985439,11791,TLF
E07000170,2015,388.6752933,327.8604034,49.67641526,11.13847468,3145,TLF
E07000170,2016,351.0502325,294.7671102,44.53187916,11.75124319,3101,TLF
E07000170,2017,329.5547012,279.7443933,38.63399128,11.17631664,3102,TLF
E07000170,2018,316.6427238,271.8164093,33.68653062,11.13978389,3103,TLF
E07000170,2019,319.5717158,266.6740979,41.91785722,10.97976064,3108,TLF
E07000170,2020,308.5768224,248.2464924,49.69844145,10.63188856,2774,TLF
E07000170,2021,320.861005,268.8238104,41.00239974,11.03479483,3049,TLF
E07000170,2022,291.7971746,250.502557,30.21626961,11.07834795,2986,TLF
E07000170,2023,274.6836499,227.1728762,35.71950568,11.79126806,2981,TLF
E07000171,2015,605.6030158,455.0948497,74.01180189,76.49636425,2429,TLF
E07000171,2016,556.3795844,422.0487935,61.11906778,73.21172314,2477,TLF
E07000171,2017,547.922383,414.6725462,59.36073968,73.88909717,2453,TLF
E07000171,2018,523.6191221,393.591405,59.01226071,71.01545642,2502,TLF
E07000171,2019,510.9950175,375.2766901,61.52441122,74.19391618,2558,TLF
E07000171,2020,491.4732628,363.2497982,61.86259298,66.36087164,2490,TLF
E07000171,2021,524.571573,395.5021323,58.33619783,70.73324286,2598,TLF
E07000171,2022,556.9182749,378.5908,110.3056001,68.02187483,2678,TLF
E07000171,2023,618.0843284,389.98963,164.3701041,63.7245943,2639,TLF
E07000172,2015,372.7784092,338.5080595,26.9824353,7.287914381,2340,TLF
E07000172,2016,369.9522772,335.3716032,26.14392974,8.43674432,2402,TLF
E07000172,2017,353.2482771,322.8275057,22.09559631,8.325175048,2398,TLF
E07000172,2018,351.0760439,321.2388638,21.66769412,8.169485974,2385,TLF
E07000172,2019,354.8953767,320.637759,25.92275723,8.334860453,2164,TLF
E07000172,2020,330.972664,294.7641243,28.50527297,7.703266749,2131,TLF
E07000172,2021,356.8028936,327.7950516,21.13802057,7.86982143,2335,TLF
E07000172,2022,335.4753807,305.1010464,22.88784391,7.486490379,2479,TLF
E07000172,2023,313.7318317,285.4396125,20.88257227,7.409646935,2559,TLF
E07000173,2015,201.0764275,166.4526289,23.97861098,10.64518758,1664,TLF
E07000173,2016,191.6501291,156.2760741,24.56086908,10.81318589,1681,TLF
E07000173,2017,193.6223848,160.2753801,21.07461745,12.27238733,1685,TLF
E07000173,2018,197.6383356,166.4090846,19.04866575,12.18058528,1656,TLF
E07000173,2019,196.2904073,161.4955868,23.34393915,11.45088138,1676,TLF
E07000173,2020,187.1241383,148.1320324,28.09397481,10.89813107,1591,TLF
E07000173,2021,211.0388995,178.8473613,22.08242515,10.10911307,1750,TLF
E07000173,2022,197.4283617,161.4006952,25.62819568,10.3994708,1785,TLF
E07000173,2023,172.7399739,138.4922806,22.57120781,11.67648553,1808,TLF
E07000174,2015,191.9602569,161.6616035,22.81869546,7.479957937,1750,TLF
E07000174,2016,173.7684042,143.0793869,24.02212754,6.666889741,1751,TLF
E07000174,2017,169.4489302,141.8478846,20.78728059,6.813764986,1773,TLF
E07000174,2018,170.0507792,141.9598766,21.08503636,7.005866203,1819,TLF
E07000174,2019,159.763954,127.8348375,24.80627235,7.122844104,1870,TLF
E07000174,2020,156.4057488,121.209633,28.93682735,6.259288373,1733,TLF
E07000174,2021,166.4171036,139.6964063,20.41372384,6.306973463,1840,TLF
E07000174,2022,165.19097,136.6506237,22.54423403,5.996112232,1937,TLF
E07000174,2023,133.7583782,107.5333887,20.00163614,6.223353353,1979,TLF
E07000175,2015,729.1406365,563.4230045,96.86748189,68.85015009,2386,TLF
E07000175,2016,666.7001324,521.5283636,79.81215612,65.35961266,2477,TLF
E07000175,2017,656.4052291,509.3396073,80.128325,66.93729685,2566,TLF
E07000175,2018,654.2999266,511.0838096,76.43579069,66.78032628,2618,TLF
E07000175,2019,658.4201905,505.827077,85.85360853,66.73950498,2712,TLF
E07000175,2020,614.7063099,476.8386676,80.36627563,57.50136666,2602,TLF
E07000175,2021,636.7987425,497.658579,79.0449027,60.09526074,2778,TLF
E07000175,2022,609.8576255,475.7183155,77.09175482,57.04755525,2912,TLF
E07000175,2023,582.1170042,458.4906215,68.68051301,54.94586978,2774,TLF
E07000176,2015,514.1149051,410.7972101,64.34439484,38.97330009,2762,TLF
E07000176,2016,454.0322023,355.9904249,61.8454462,36.19633119,2725,TLF
E07000176,2017,479.5360614,385.6173488,56.83596953,37.08274309,2800,TLF
E07000176,2018,485.3233552,383.6630362,63.76197671,37.8983423,3149,TLF
E07000176,2019,488.1124148,379.6112627,67.84384281,40.65730927,3424,TLF
E07000176,2020,465.7238026,360.2185132,71.44395506,34.06133438,3161,TLF
E07000176,2021,496.5626577,395.8208508,64.95742736,35.7843795,3147,TLF
E07000176,2022,478.1402944,376.6058674,66.19247951,35.34194747,3395,TLF
E07000176,2023,451.1366898,349.7801381,65.41410763,35.94244402,3378,TLF
E06000017,2015,940.9264432,868.7994348,38.33863649,33.78837194,943,TLF
E06000017,2016,957.1141032,886.7810402,38.05014061,32.2829224,966,TLF
E06000017,2017,906.2794091,836.6091925,37.51396605,32.15625053,927,TLF
E06000017,2018,902.9105759,832.2584758,37.9720492,32.68005094,931,TLF
E06000017,2019,967.0578138,892.7644762,41.4191206,32.87421707,899,TLF
E06000017,2020,876.5806476,807.6709757,41.22474815,27.68492368,838,TLF
E06000017,2021,979.2385069,912.4084793,37.2406754,29.58935217,961,TLF
E06000017,2022,904.8272912,839.1153853,37.52363903,28.18826691,1006,TLF
E06000017,2023,743.3357047,678.6000429,39.6813229,25.05433893,994,TLF
E08000025,2015,2590.824306,2215.507592,334.6138805,40.70283346,29633,TLG
E08000025,2016,2523.483374,2038.467084,444.9896644,40.02662481,30516,TLG
E08000025,2017,2530.601435,1871.767427,618.5881857,40.24582207,30983,TLG
E08000025,2018,2342.526869,1848.593516,455.4592462,38.47410763,31721,TLG
E08000025,2019,2166.106318,1724.209803,398.8706901,43.02582433,31589,TLG
E08000025,2020,2122.745172,1574.290526,506.159593,42.29505302,27614,TLG
E08000025,2021,2312.097824,1725.532711,543.6561448,42.90896794,30406,TLG
E08000025,2022,2121.013016,1635.523846,444.9641766,40.52499329,31839,TLG
E08000025,2023,1927.739137,1489.277181,399.1720746,39.2898807,32684,TLG
E08000026,2015,845.1559818,718.8537805,112.5672062,13.73499518,10993,TLG
E08000026,2016,785.579048,652.0211108,120.2426474,13.31528969,11742,TLG
E08000026,2017,736.3710837,566.8191334,156.1452975,13.40665281,11363,TLG
E08000026,2018,711.4390746,547.8274966,150.0686598,13.54291812,11317,TLG
E08000026,2019,685.2093552,508.8682007,162.7240866,13.61706788,11189,TLG
E08000026,2020,632.4787397,458.2465011,160.9936573,13.23858121,9685,TLG
E08000026,2021,656.2646306,515.4828043,126.2849811,14.49684527,10620,TLG
E08000026,2022,607.8280411,474.6256523,119.0390928,14.16329599,10807,TLG
E08000026,2023,587.923126,433.4451451,141.2593791,13.21860177,10898,TLG
E08000027,2015,592.4518414,499.5179849,82.34662421,10.58723222,5726,TLG
E08000027,2016,567.3960209,452.0539812,105.0207726,10.32126709,5865,TLG
E08000027,2017,589.8896935,444.715324,133.6953129,11.47905661,6015,TLG
E08000027,2018,564.3399969,433.3481134,118.9708607,12.02102277,5924,TLG
E08000027,2019,509.4724583,398.5363067,99.10842357,11.82772811,5885,TLG
E08000027,2020,451.4804134,355.5600425,83.94982401,11.97054688,5112,TLG
E08000027,2021,489.9946107,396.9463401,80.58852834,12.45974226,5756,TLG
E08000027,2022,458.1320955,369.8281215,76.9732758,11.33069825,5867,TLG
E08000027,2023,411.0299307,336.6471629,63.08320411,11.29956373,5649,TLG
E06000019,2015,1217.675023,620.6984865,425.7204641,171.2560723,4176,TLG
E06000019,2016,1187.178062,586.6844315,433.3436729,167.1499575,4138,TLG
E06000019,2017,1153.558624,565.2410983,413.8817419,174.4357842,4247,TLG
E06000019,2018,1132.896909,553.5761381,405.4352019,173.8855689,4391,TLG
E06000019,2019,1110.987663,522.580339,411.5670864,176.8402375,4486,TLG
E06000019,2020,1025.053159,475.2591945,389.0306461,160.7633182,4117,TLG
E06000019,2021,1086.73962,514.9774371,400.5934221,171.1687611,4367,TLG
E06000019,2022,1043.787008,495.2701821,386.0575665,162.4592593,4532,TLG
E06000019,2023,978.7224348,472.4657931,350.2558233,156.0008184,4580,TLG
E08000028,2015,994.2982737,805.0917351,178.5850161,10.62152246,6808,TLG
E08000028,2016,789.4467579,694.3561752,84.96239382,10.1281889,7086,TLG
E08000028,2017,808.7103836,692.1916256,105.2690951,11.24966295,7261,TLG
E08000028,2018,778.2749011,673.0819654,93.64456611,11.54836966,7356,TLG
E08000028,2019,707.8980583,611.1107283,84.34948768,12.43784234,7051,TLG
E08000028,2020,660.8368052,574.0867496,75.46145422,11.28860136,6559,TLG
E08000028,2021,702.0847163,618.9615071,71.8324613,11.29074791,6792,TLG
E08000028,2022,659.234933,576.6859442,71.49620378,11.05278503,6720,TLG
E08000028,2023,590.3749003,518.2122575,61.605968,10.55667473,6751,TLG
E06000051,2015,2091.792001,926.9664833,874.1977217,290.6277959,6817,TLG
E06000051,2016,2036.591083,866.7107372,883.6151424,286.2652039,6997,TLG
E06000051,2017,2003.780005,843.7072635,866.7325329,293.3402088,7042,TLG
E06000051,2018,2009.153706,838.5389328,872.2550342,298.3597393,7202,TLG
E06000051,2019,1955.841468,777.6116008,873.4424124,304.7874552,7095,TLG
E06000051,2020,1867.257822,741.8428699,837.498615,287.9163375,6421,TLG
E06000051,2021,1918.981431,812.1470917,812.043754,294.7905851,7390,TLG
E06000051,2022,1870.75963,769.1853027,815.90401,285.6703171,7419,TLG
E06000051,2023,1795.613424,731.0177322,778.2949359,286.3007563,7398,TLG
E08000029,2015,721.5181713,649.3384469,56.56624981,15.61347461,8883,TLG
E08000029,2016,686.7781448,598.6672649,72.91860569,15.19227422,9579,TLG
E08000029,2017,640.3512774,541.6204621,83.34624641,15.3845689,10334,TLG
E08000029,2018,624.8487763,538.4431012,71.59190228,14.81377281,10407,TLG
E08000029,2019,577.7235116,488.8935597,73.53444781,15.29550407,10354,TLG
E08000029,2020,527.6117799,453.0172896,60.39915448,14.19533587,8837,TLG
E08000029,2021,549.0595182,477.5961883,56.41182153,15.05150838,9192,TLG
E08000029,2022,544.8455597,473.4058375,56.91132818,14.52839402,9833,TLG
E08000029,2023,503.2654965,437.9944243,51.08874439,14.18232778,9955,TLG
E07000192,2015,215.5913676,176.350144,35.15220162,4.089022069,2291,TLG
E07000192,2016,202.4728251,158.9676476,39.73585118,3.769326305,2282,TLG
E07000192,2017,220.3027559,161.6937133,54.81864601,3.790396539,2492,TLG
E07000192,2018,218.0362889,158.4805283,55.86290363,3.692856995,2518,TLG
E07000192,2019,191.0468476,132.9886815,54.44653386,3.611632247,2411,TLG
E07000192,2020,171.8334066,123.9522927,44.31397299,3.567140992,2109,TLG
E07000192,2021,164.454407,128.344336,32.34095272,3.769118278,2355,TLG
E07000192,2022,154.8875806,119.1480453,31.94035167,3.799183662,2276,TLG
E07000192,2023,143.9258148,109.2556174,31.29350612,3.376691315,2332,TLG
E07000193,2015,657.6968805,442.1844577,172.814076,42.69834675,4273,TLG
E07000193,2016,630.0321248,412.3328763,175.8887532,41.81049531,4224,TLG
E07000193,2017,621.4969855,386.90643,192.4905788,42.09997672,4001,TLG
E07000193,2018,609.4690314,379.8557521,189.2190597,40.39421962,4031,TLG
E07000193,2019,570.3134765,347.5932231,181.8402594,40.87999404,4105,TLG
E07000193,2020,526.2667675,319.3819521,169.3672344,37.51758104,3494,TLG
E07000193,2021,545.857174,352.2369718,155.9520837,37.66811861,4173,TLG
E07000193,2022,538.0201661,348.1696233,153.6672818,36.18326098,4096,TLG
E07000193,2023,503.3779501,319.2028094,148.3436244,35.83151634,4052,TLG
E07000194,2015,404.600803,289.247841,79.37362204,35.97933997,2704,TLG
E07000194,2016,391.3156093,271.5001403,84.88462528,34.93084365,2756,TLG
E07000194,2017,404.3644857,269.7377729,99.80222058,34.8244922,2807,TLG
E07000194,2018,402.2714907,267.2232428,100.7661193,34.28212858,2630,TLG
E07000194,2019,379.6084566,248.2360969,95.87012551,35.50223423,2703,TLG
E07000194,2020,336.6201849,227.3233186,77.58293021,31.71393609,2490,TLG
E07000194,2021,378.8980031,274.1590172,69.27988464,35.45910126,2912,TLG
E07000194,2022,356.8286235,253.1619598,68.59051592,35.07614777,2900,TLG
E07000194,2023,329.433307,238.4935959,58.77245049,32.16726062,2881,TLG
E07000195,2015,537.2303162,396.0964934,116.5542893,24.57953349,2443,TLG
E07000195,2016,519.6446255,371.9413878,123.1039799,24.59925786,2498,TLG
E07000195,2017,533.8188071,362.3958456,145.8757962,25.54716516,2514,TLG
E07000195,2018,530.8947096,354.2531912,150.7879818,25.85353665,2537,TLG
E07000195,2019,496.1031859,327.8148666,142.4982667,25.79005263,2561,TLG
E07000195,2020,487.1926471,329.0618091,132.7079938,25.42284422,2200,TLG
E07000195,2021,512.9667866,375.6243675,112.7755723,24.56684688,2574,TLG
E07000195,2022,487.415471,351.9502276,111.7615984,23.70364506,2522,TLG
E07000195,2023,451.5259484,317.267911,110.3105807,23.94745671,2553,TLG
E07000196,2015,545.7196684,412.3341004,95.53955996,37.84600804,1790,TLG
E07000196,2016,548.7138242,411.7375356,101.552051,35.42423754,1829,TLG
E07000196,2017,595.4669883,445.0780844,113.7079953,36.68090849,1963,TLG
E07000196,2018,564.0578862,416.0002794,112.7416833,35.31592348,1992,TLG
E07000196,2019,545.0652184,401.8857284,108.0157892,35.16370085,2101,TLG
E07000196,2020,519.4645064,392.2773002,93.94369835,33.24350783,2081,TLG
E07000196,2021,561.8202994,435.6707854,89.97793361,36.17158042,2350,TLG
E07000196,2022,520.7463834,395.0718029,90.21447223,35.46010827,2141,TLG
E07000196,2023,493.6443845,381.1876526,78.3456084,34.11112347,2147,TLG
E07000197,2015,829.9799489,507.6138183,255.5569347,66.8091959,3494,TLG
E07000197,2016,809.3900042,492.3997287,252.1796219,64.8106536,3619,TLG
E07000197,2017,813.6304932,472.4828619,275.1047071,66.04292425,3707,TLG
E07000197,2018,808.6559383,462.450906,279.8092084,66.39582392,3676,TLG
E07000197,2019,765.9842626,427.0889937,271.1406504,67.7546185,3692,TLG
E07000197,2020,708.3924261,394.8672583,249.7984849,63.72668283,3273,TLG
E07000197,2021,728.7166634,433.5650859,232.2503536,62.90122385,3746,TLG
E07000197,2022,705.9712372,409.7071534,234.6846099,61.57947386,3572,TLG
E07000197,2023,680.9926194,398.5490894,221.4249472,61.01858277,3515,TLG
E07000198,2015,1204.103445,925.7851159,228.5994553,49.7188734,1633,TLG
E07000198,2016,1181.745549,904.4126864,229.2726513,48.0602109,1566,TLG
E07000198,2017,1111.80819,824.5999885,240.7812505,46.4269515,1664,TLG
E07000198,2018,1168.247986,885.2035294,236.7449612,46.29949561,1741,TLG
E07000198,2019,1114.97649,838.2093153,231.7697723,44.99740246,1696,TLG
E07000198,2020,1039.054835,775.0754588,218.3943527,45.58502348,1516,TLG
E07000198,2021,1080.115767,821.7049779,213.9542786,44.45651048,1814,TLG
E07000198,2022,1046.246145,793.6947123,211.6337386,40.9176939,1729,TLG
E07000198,2023,947.597064,708.9578572,199.3505166,39.28869019,1731,TLG
E07000199,2015,176.5734585,146.3153056,26.61616862,3.641984253,1597,TLG
E07000199,2016,163.7540038,128.0005015,32.06444809,3.689054283,1633,TLG
